Truckstop Name,Address,City,State,lat,lon,Retail Price
Mega_Stop_1104,1066 Highway Blvd,City_334,OH,44.4902,-116.2715,3.09
Mega_Stop_1105,8352 Highway Blvd,City_23,GA,45.5782,-69.0233,3.7
Mega_Stop_1106,3340 Highway Blvd,City_103,OH,29.7259,-113.7197,4.19
Mega_Stop_1107,3337 Highway Blvd,City_457,OH,36.1116,-98.5419,4.8
Mega_Stop_1108,3287 Highway Blvd,City_470,PA,44.5597,-108.5752,4.87
Mega_Stop_1109,6851 Highway Blvd,City_400,NY,25.5375,-91.1412,3.94
Mega_Stop_1110,3887 Highway Blvd,City_263,IL,30.1865,-107.2717,3.37
Mega_Stop_1111,7569 Highway Blvd,City_159,PA,37.8188,-68.3663,3.96
Mega_Stop_1112,687 Highway Blvd,City_122,OH,32.3503,-94.1606,4.09
Mega_Stop_1113,2496 Highway Blvd,City_259,NY,42.0109,-93.9289,3.98
Mega_Stop_1114,156 Highway Blvd,City_177,IL,40.3671,-89.0415,4.81
Mega_Stop_1115,3530 Highway Blvd,City_382,MI,24.5876,-123.5274,3.67
Mega_Stop_1116,2863 Highway Blvd,City_260,OH,41.6299,-95.1136,3.41
Mega_Stop_1117,1190 Highway Blvd,City_10,NC,37.9524,-78.183,4.02
Mega_Stop_1118,8998 Highway Blvd,City_118,PA,29.5001,-83.6093,4.96
Mega_Stop_1119,4414 Highway Blvd,City_7,GA,28.0503,-98.415,4.2
Mega_Stop_1120,8769 Highway Blvd,City_113,PA,44.4519,-80.4719,3.22
Mega_Stop_1121,6941 Highway Blvd,City_61,FL,46.2237,-99.303,3.61
Mega_Stop_1122,2685 Highway Blvd,City_337,OH,43.8452,-81.0253,3.81
Mega_Stop_1123,4562 Highway Blvd,City_417,CA,39.0862,-103.71,4.41
Mega_Stop_1124,1531 Highway Blvd,City_177,TX,28.0396,-107.6221,3.78
Mega_Stop_1125,557 Highway Blvd,City_490,IL,42.7985,-117.9953,4.38
Mega_Stop_1126,6304 Highway Blvd,City_88,NC,41.1634,-82.3835,3.42
Mega_Stop_1127,9877 Highway Blvd,City_289,CA,38.9733,-87.3637,3.6
Mega_Stop_1128,5509 Highway Blvd,City_449,IL,35.2769,-109.9895,4.92
Mega_Stop_1129,3248 Highway Blvd,City_373,FL,45.9807,-111.4938,4.32
Mega_Stop_1130,777 Highway Blvd,City_449,MI,24.0589,-111.6594,4.52
Mega_Stop_1131,5109 Highway Blvd,City_90,PA,36.9105,-93.0736,4.05
Mega_Stop_1132,1480 Highway Blvd,City_461,IL,30.8883,-101.528,3.98
Mega_Stop_1133,3519 Highway Blvd,City_247,CA,26.9102,-72.8244,4.12
Mega_Stop_1134,6681 Highway Blvd,City_492,CA,46.6836,-91.9459,3.81
Mega_Stop_1135,9494 Highway Blvd,City_488,TX,32.7856,-88.6549,4.67
Mega_Stop_1136,8328 Highway Blvd,City_219,OH,30.0707,-88.9184,4.62
Mega_Stop_1137,3433 Highway Blvd,City_360,PA,46.223,-108.4751,4.83
Mega_Stop_1138,6726 Highway Blvd,City_488,MI,30.3973,-118.6593,3.14
Mega_Stop_1139,2346 Highway Blvd,City_203,NC,40.1168,-72.748,4.44
Mega_Stop_1140,4904 Highway Blvd,City_370,PA,40.9649,-110.1394,4.91
Mega_Stop_1141,7295 Highway Blvd,City_432,NC,27.3083,-117.9927,3.88
Mega_Stop_1142,8758 Highway Blvd,City_62,NC,44.8911,-98.4582,4.11
Mega_Stop_1143,1174 Highway Blvd,City_444,NC,36.0997,-97.2695,4.93
Mega_Stop_1144,7255 Highway Blvd,City_25,PA,45.1724,-103.9151,3.4
Mega_Stop_1145,223 Highway Blvd,City_48,PA,47.6558,-116.0169,4.06
Mega_Stop_1146,5223 Highway Blvd,City_27,MI,40.5224,-68.9955,4.45
Mega_Stop_1147,2112 Highway Blvd,City_331,GA,39.0719,-108.3462,3.69
Mega_Stop_1148,8855 Highway Blvd,City_17,NC,33.7643,-93.8258,4.11
Mega_Stop_1149,6694 Highway Blvd,City_79,GA,28.1348,-74.3353,4.83
Mega_Stop_1150,9722 Highway Blvd,City_235,PA,34.8927,-73.7132,4.36
Mega_Stop_1151,1657 Highway Blvd,City_249,PA,34.9462,-97.1666,3.33
Mega_Stop_1152,1323 Highway Blvd,City_52,TX,31.4681,-73.8496,4.86
Mega_Stop_1153,5568 Highway Blvd,City_23,GA,45.1303,-80.5281,3.26
Mega_Stop_1154,4646 Highway Blvd,City_281,OH,48.4087,-101.5704,3.17
Mega_Stop_1155,5681 Highway Blvd,City_44,IL,29.3102,-80.2922,3.89
Mega_Stop_1156,1113 Highway Blvd,City_40,NY,31.8428,-71.165,3.09
Mega_Stop_1157,6389 Highway Blvd,City_140,GA,43.1087,-99.2898,3.97
Mega_Stop_1158,5332 Highway Blvd,City_333,FL,28.7132,-93.5957,3.44
Mega_Stop_1159,6865 Highway Blvd,City_378,MI,35.7686,-110.8746,4.04
Mega_Stop_1160,904 Highway Blvd,City_317,IL,36.3067,-116.4059,4.48
Mega_Stop_1161,6164 Highway Blvd,City_145,IL,29.3759,-76.8919,4.71
Mega_Stop_1162,5814 Highway Blvd,City_479,TX,32.033,-114.2498,4.91
Mega_Stop_1163,6964 Highway Blvd,City_478,NC,31.9185,-96.9162,3.39
Mega_Stop_1164,9132 Highway Blvd,City_95,IL,39.7199,-76.4612,4.52
Mega_Stop_1165,693 Highway Blvd,City_192,NC,27.4451,-118.2295,4.7
Mega_Stop_1166,1968 Highway Blvd,City_349,PA,31.0927,-81.6065,3.02
Mega_Stop_1167,6777 Highway Blvd,City_95,IL,28.7147,-79.497,3.89
Mega_Stop_1168,1233 Highway Blvd,City_250,GA,26.4568,-83.4485,5.0
Mega_Stop_1169,811 Highway Blvd,City_79,IL,26.3565,-72.1333,3.33
Mega_Stop_1170,8483 Highway Blvd,City_265,IL,25.2614,-113.6717,4.57
Mega_Stop_1171,9278 Highway Blvd,City_7,NC,28.3587,-77.7352,4.61
Mega_Stop_1172,8847 Highway Blvd,City_45,OH,24.063,-78.8132,3.51
Mega_Stop_1173,4008 Highway Blvd,City_132,GA,24.2205,-87.3661,3.02
Mega_Stop_1174,8234 Highway Blvd,City_58,FL,46.3373,-106.7255,3.84
Mega_Stop_1175,984 Highway Blvd,City_15,NY,31.6168,-69.8521,4.04
Mega_Stop_1176,3930 Highway Blvd,City_159,PA,33.6702,-99.265,4.64
Mega_Stop_1177,5987 Highway Blvd,City_321,GA,33.4195,-113.1372,3.59
Mega_Stop_1178,6682 Highway Blvd,City_222,TX,35.6415,-95.4282,4.2
Mega_Stop_1179,1225 Highway Blvd,City_106,NC,29.626,-85.5767,3.9
Mega_Stop_1180,3446 Highway Blvd,City_455,GA,41.6732,-99.2904,3.98
Mega_Stop_1181,7985 Highway Blvd,City_197,CA,32.723,-74.3755,4.95
Mega_Stop_1182,9856 Highway Blvd,City_31,TX,25.5286,-85.4989,3.99
Mega_Stop_1183,3848 Highway Blvd,City_296,NY,28.7358,-91.141,4.11
Mega_Stop_1184,3824 Highway Blvd,City_283,NY,25.8562,-121.3911,3.53
Mega_Stop_1185,9779 Highway Blvd,City_413,TX,35.7889,-71.5648,4.5
Mega_Stop_1186,1942 Highway Blvd,City_312,MI,38.5139,-69.4306,4.23
Mega_Stop_1187,7604 Highway Blvd,City_411,GA,48.0026,-102.0937,3.18
Mega_Stop_1188,6030 Highway Blvd,City_273,NC,41.4518,-95.662,3.6
Mega_Stop_1189,5975 Highway Blvd,City_269,IL,46.8831,-116.082,4.32
Mega_Stop_1190,2803 Highway Blvd,City_409,PA,33.6142,-117.9133,4.43
Mega_Stop_1191,8883 Highway Blvd,City_121,TX,26.6296,-85.2089,3.56
Mega_Stop_1192,1647 Highway Blvd,City_143,MI,40.0862,-110.432,3.38
Mega_Stop_1193,7418 Highway Blvd,City_276,GA,44.5108,-86.0169,3.31
Mega_Stop_1194,5695 Highway Blvd,City_13,PA,47.2819,-116.2575,3.27
Mega_Stop_1195,2286 Highway Blvd,City_413,TX,38.2034,-114.6068,4.47
Mega_Stop_1196,8776 Highway Blvd,City_120,GA,34.5018,-84.0804,4.25
Mega_Stop_1197,1544 Highway Blvd,City_295,NC,29.1851,-105.5496,4.63
Mega_Stop_1198,9312 Highway Blvd,City_446,MI,42.6557,-96.0284,3.33
Mega_Stop_1199,6231 Highway Blvd,City_34,NC,48.336,-79.9983,4.16
Mega_Stop_1200,9905 Highway Blvd,City_15,MI,45.0633,-101.6267,3.98
Mega_Stop_1201,7692 Highway Blvd,City_492,TX,44.341,-115.3117,3.46
Mega_Stop_1202,1115 Highway Blvd,City_266,PA,28.2156,-91.4639,4.59
Mega_Stop_1203,1525 Highway Blvd,City_345,MI,31.4611,-122.0606,4.84
Mega_Stop_1204,3416 Highway Blvd,City_492,TX,32.7296,-78.4064,4.74
Mega_Stop_1205,6806 Highway Blvd,City_361,NC,36.2636,-122.1919,4.9
Mega_Stop_1206,5451 Highway Blvd,City_58,PA,26.2559,-124.1598,4.59
Mega_Stop_1207,2730 Highway Blvd,City_69,TX,28.3753,-85.9018,3.0
Mega_Stop_1208,7962 Highway Blvd,City_378,OH,26.6635,-103.4828,3.89
Mega_Stop_1209,3998 Highway Blvd,City_371,IL,39.2996,-118.0199,4.03
Mega_Stop_1210,2062 Highway Blvd,City_274,MI,33.0777,-87.2334,3.21
Mega_Stop_1211,7231 Highway Blvd,City_192,IL,25.6348,-118.7741,3.02
Mega_Stop_1212,4942 Highway Blvd,City_322,TX,48.6907,-69.5987,4.75
Mega_Stop_1213,6809 Highway Blvd,City_360,OH,43.8402,-99.6308,4.53
Mega_Stop_1214,6092 Highway Blvd,City_116,GA,39.586,-111.9581,3.3
Mega_Stop_1215,8614 Highway Blvd,City_195,NY,31.8101,-120.4734,4.33
Mega_Stop_1216,6552 Highway Blvd,City_104,IL,44.198,-114.2601,4.7
Mega_Stop_1217,5492 Highway Blvd,City_248,NY,38.2402,-79.5225,4.9
Mega_Stop_1218,5131 Highway Blvd,City_163,IL,47.3656,-111.2325,4.04
Mega_Stop_1219,5085 Highway Blvd,City_29,OH,27.5209,-102.6274,4.86
Mega_Stop_1220,1907 Highway Blvd,City_144,TX,25.2422,-107.9761,3.87
Mega_Stop_1221,9145 Highway Blvd,City_80,NC,37.3474,-79.7461,3.69
Mega_Stop_1222,2887 Highway Blvd,City_46,NY,27.7404,-69.84,3.95
Mega_Stop_1223,2884 Highway Blvd,City_133,CA,45.9424,-102.1861,4.29
Mega_Stop_1224,2367 Highway Blvd,City_317,PA,48.7285,-68.8033,4.5
Mega_Stop_1225,9329 Highway Blvd,City_461,OH,32.4989,-107.7375,4.43
Mega_Stop_1226,9358 Highway Blvd,City_342,NC,32.7143,-110.3794,3.26
Mega_Stop_1227,8475 Highway Blvd,City_432,IL,24.0902,-110.2778,4.92
Mega_Stop_1228,2508 Highway Blvd,City_394,OH,29.6567,-109.6645,4.11
Mega_Stop_1229,6374 Highway Blvd,City_256,TX,26.6228,-122.4135,4.3
Mega_Stop_1230,784 Highway Blvd,City_59,PA,46.6742,-95.7827,3.14
Mega_Stop_1231,1002 Highway Blvd,City_129,GA,34.0332,-120.0207,4.25
Mega_Stop_1232,2164 Highway Blvd,City_1,MI,34.9874,-112.3813,3.36
Mega_Stop_1233,5415 Highway Blvd,City_58,NC,47.6156,-99.6446,4.79
Mega_Stop_1234,8670 Highway Blvd,City_442,GA,34.661,-107.8293,4.32
Mega_Stop_1235,6340 Highway Blvd,City_78,TX,30.0233,-101.7123,4.44
Mega_Stop_1236,532 Highway Blvd,City_32,PA,26.2051,-84.6762,3.74
Mega_Stop_1237,1809 Highway Blvd,City_278,TX,24.9012,-124.3164,4.44
Mega_Stop_1238,4414 Highway Blvd,City_5,NC,47.4172,-67.6012,3.73
Mega_Stop_1239,8868 Highway Blvd,City_171,MI,36.9226,-117.2688,3.31
Mega_Stop_1240,2939 Highway Blvd,City_203,GA,27.4902,-99.01,3.36
Mega_Stop_1241,1105 Highway Blvd,City_360,NY,40.9761,-100.0977,3.49
Mega_Stop_1242,7350 Highway Blvd,City_242,CA,41.0332,-75.6536,3.99
Mega_Stop_1243,9853 Highway Blvd,City_111,IL,35.649,-75.8819,4.33
Mega_Stop_1244,3900 Highway Blvd,City_286,PA,40.8313,-68.2284,3.6
Mega_Stop_1245,4986 Highway Blvd,City_263,NC,39.0619,-85.5408,4.22
Mega_Stop_1246,3028 Highway Blvd,City_417,NY,39.5776,-83.8774,4.53
Mega_Stop_1247,9633 Highway Blvd,City_423,TX,26.3891,-102.6357,4.56
Mega_Stop_1248,7175 Highway Blvd,City_269,OH,33.6492,-117.1402,3.06
Mega_Stop_1249,7564 Highway Blvd,City_127,CA,26.0244,-99.7781,3.57
Mega_Stop_1250,6454 Highway Blvd,City_198,CA,35.5328,-124.057,3.36
Mega_Stop_1251,7828 Highway Blvd,City_425,PA,29.5824,-118.5747,3.95
Mega_Stop_1252,3209 Highway Blvd,City_88,PA,47.2878,-67.6867,3.36
Mega_Stop_1253,5645 Highway Blvd,City_311,NY,29.0809,-85.3606,4.93
Mega_Stop_1254,4803 Highway Blvd,City_131,MI,42.089,-88.7402,4.97
Mega_Stop_1255,1576 Highway Blvd,City_422,IL,32.1563,-118.9905,3.72
Mega_Stop_1256,4974 Highway Blvd,City_147,GA,26.3991,-102.2283,3.13
Mega_Stop_1257,959 Highway Blvd,City_134,FL,30.6124,-83.9112,4.32
Mega_Stop_1258,5740 Highway Blvd,City_290,FL,45.7073,-81.3031,3.12
Mega_Stop_1259,9469 Highway Blvd,City_292,PA,48.4845,-121.7175,3.63
Mega_Stop_1260,7997 Highway Blvd,City_379,FL,45.9514,-99.1805,3.98
Mega_Stop_1261,7571 Highway Blvd,City_295,GA,36.0314,-76.9887,4.53
Mega_Stop_1262,4390 Highway Blvd,City_108,GA,45.7369,-74.6016,4.59
Mega_Stop_1263,208 Highway Blvd,City_249,FL,41.5181,-118.3927,3.24
Mega_Stop_1264,8013 Highway Blvd,City_136,NY,47.6506,-90.1029,4.93
Mega_Stop_1265,7382 Highway Blvd,City_206,GA,36.9783,-108.9781,4.21
Mega_Stop_1266,6370 Highway Blvd,City_348,IL,34.3513,-101.8316,3.95
Mega_Stop_1267,139 Highway Blvd,City_51,TX,25.0126,-72.6582,3.59
Mega_Stop_1268,3660 Highway Blvd,City_253,NY,38.2855,-82.8267,3.95
Mega_Stop_1269,4184 Highway Blvd,City_358,IL,39.7377,-104.6282,4.88
Mega_Stop_1270,3533 Highway Blvd,City_27,IL,48.1874,-116.6144,3.46
Mega_Stop_1271,2604 Highway Blvd,City_201,NC,26.9813,-119.5582,3.14
Mega_Stop_1272,3449 Highway Blvd,City_344,PA,39.259,-114.9159,4.58
Mega_Stop_1273,4394 Highway Blvd,City_157,OH,31.7577,-73.9153,4.75
Mega_Stop_1274,7327 Highway Blvd,City_364,IL,26.5876,-76.1995,4.51
Mega_Stop_1275,3270 Highway Blvd,City_423,NC,32.6697,-85.0811,4.46
Mega_Stop_1276,9701 Highway Blvd,City_234,OH,24.5281,-113.4593,3.46
Mega_Stop_1277,1136 Highway Blvd,City_405,GA,24.0708,-121.8996,4.51
Mega_Stop_1278,2101 Highway Blvd,City_73,TX,27.2976,-67.6756,3.16
Mega_Stop_1279,177 Highway Blvd,City_356,PA,31.6335,-102.902,4.23
Mega_Stop_1280,7394 Highway Blvd,City_353,GA,26.856,-82.6047,3.05
Mega_Stop_1281,1736 Highway Blvd,City_264,TX,39.9195,-120.9955,4.78
Mega_Stop_1282,2068 Highway Blvd,City_309,GA,36.4105,-96.5302,3.74
Mega_Stop_1283,9226 Highway Blvd,City_79,FL,33.0761,-112.294,4.77
Mega_Stop_1284,6771 Highway Blvd,City_37,TX,26.087,-71.2816,4.79
Mega_Stop_1285,130 Highway Blvd,City_431,OH,33.9196,-76.2649,3.88
Mega_Stop_1286,1947 Highway Blvd,City_300,FL,37.1618,-100.3259,3.72
Mega_Stop_1287,8483 Highway Blvd,City_349,OH,43.952,-100.69,3.7
Mega_Stop_1288,3429 Highway Blvd,City_330,TX,26.1211,-92.358,3.17
Mega_Stop_1289,2797 Highway Blvd,City_349,NC,41.8559,-122.355,4.75
Mega_Stop_1290,3738 Highway Blvd,City_36,MI,28.9336,-120.8023,3.12
Mega_Stop_1291,6129 Highway Blvd,City_407,PA,39.2004,-119.2837,4.24
Mega_Stop_1292,2396 Highway Blvd,City_458,FL,39.4065,-83.9646,4.72
Mega_Stop_1293,8838 Highway Blvd,City_46,NC,42.5495,-98.4846,3.6
Mega_Stop_1294,1659 Highway Blvd,City_458,CA,28.9707,-77.9043,3.2
Mega_Stop_1295,7367 Highway Blvd,City_427,TX,29.3294,-102.4399,4.65
Mega_Stop_1296,2203 Highway Blvd,City_185,NY,48.0378,-91.2439,4.3
Mega_Stop_1297,7613 Highway Blvd,City_453,NY,34.2488,-92.6347,3.9
Mega_Stop_1298,5095 Highway Blvd,City_148,TX,38.6301,-119.5505,4.13
Mega_Stop_1299,574 Highway Blvd,City_280,TX,44.8903,-73.6623,3.79
Mega_Stop_1300,5832 Highway Blvd,City_127,NY,32.0965,-84.6994,4.51
Mega_Stop_1301,2997 Highway Blvd,City_338,MI,25.5396,-107.1089,4.39
Mega_Stop_1302,3257 Highway Blvd,City_90,IL,37.997,-84.8855,4.54
Mega_Stop_1303,3402 Highway Blvd,City_383,CA,40.6829,-104.4933,4.21
Mega_Stop_1304,2824 Highway Blvd,City_427,TX,37.4538,-87.8672,3.55
Mega_Stop_1305,4766 Highway Blvd,City_331,PA,40.8891,-78.7191,4.93
Mega_Stop_1306,1590 Highway Blvd,City_33,CA,34.6353,-91.6268,3.08
Mega_Stop_1307,8173 Highway Blvd,City_296,NC,41.512,-86.9046,3.42
Mega_Stop_1308,9559 Highway Blvd,City_385,MI,35.4064,-99.0548,3.55
Mega_Stop_1309,9960 Highway Blvd,City_324,TX,37.0912,-108.032,4.61
Mega_Stop_1310,1517 Highway Blvd,City_486,GA,29.8357,-105.6642,4.57
Mega_Stop_1311,3671 Highway Blvd,City_268,NC,44.8858,-93.5437,4.37
Mega_Stop_1312,1735 Highway Blvd,City_319,TX,29.4386,-111.4282,4.12
Mega_Stop_1313,3468 Highway Blvd,City_473,MI,41.3224,-85.5902,3.16
Mega_Stop_1314,5434 Highway Blvd,City_217,NY,47.2938,-117.1446,3.37
Mega_Stop_1315,5131 Highway Blvd,City_275,OH,27.0431,-115.3091,3.18
Mega_Stop_1316,3812 Highway Blvd,City_343,NY,45.8629,-105.6884,3.25
Mega_Stop_1317,211 Highway Blvd,City_424,OH,41.0186,-100.6033,4.61
Mega_Stop_1318,4802 Highway Blvd,City_84,CA,24.9141,-73.3793,4.09
Mega_Stop_1319,1855 Highway Blvd,City_338,TX,31.0357,-114.5966,3.76
Mega_Stop_1320,4875 Highway Blvd,City_354,PA,38.6952,-119.4723,3.77
Mega_Stop_1321,7077 Highway Blvd,City_261,OH,42.3511,-84.9053,4.68
Mega_Stop_1322,5409 Highway Blvd,City_21,FL,45.2145,-76.9882,4.91
Mega_Stop_1323,7109 Highway Blvd,City_70,GA,27.1861,-87.119,4.82
Mega_Stop_1324,5603 Highway Blvd,City_464,CA,48.4045,-103.4369,3.55
Mega_Stop_1325,2480 Highway Blvd,City_400,NY,24.7162,-78.5208,3.22
Mega_Stop_1326,1540 Highway Blvd,City_280,GA,24.3184,-114.6036,4.88
Mega_Stop_1327,9448 Highway Blvd,City_336,MI,40.2368,-103.2041,4.05
Mega_Stop_1328,3290 Highway Blvd,City_273,OH,28.9848,-93.1403,3.56
Mega_Stop_1329,6051 Highway Blvd,City_195,GA,27.072,-123.2855,3.85
Mega_Stop_1330,6077 Highway Blvd,City_113,FL,44.9304,-71.2427,4.71
Mega_Stop_1331,6441 Highway Blvd,City_205,TX,35.9472,-111.6286,3.57
Mega_Stop_1332,3350 Highway Blvd,City_354,FL,38.0506,-88.7031,3.81
Mega_Stop_1333,8876 Highway Blvd,City_461,NY,42.9328,-67.6676,4.57
Mega_Stop_1334,6356 Highway Blvd,City_480,GA,32.5392,-87.2954,3.25
Mega_Stop_1335,5059 Highway Blvd,City_109,PA,46.6674,-78.9614,4.87
Mega_Stop_1336,8217 Highway Blvd,City_44,FL,37.8761,-114.6508,4.14
Mega_Stop_1337,332 Highway Blvd,City_351,OH,38.6353,-95.4423,3.04
Mega_Stop_1338,3741 Highway Blvd,City_267,NC,29.808,-86.3959,3.15
Mega_Stop_1339,9172 Highway Blvd,City_343,CA,44.1716,-122.1345,4.91
Mega_Stop_1340,6847 Highway Blvd,City_260,NY,39.1792,-110.3232,3.62
Mega_Stop_1341,6294 Highway Blvd,City_274,IL,40.423,-120.2728,3.86
Mega_Stop_1342,4817 Highway Blvd,City_143,NC,33.0058,-97.266,3.4
Mega_Stop_1343,1070 Highway Blvd,City_80,NC,46.9672,-68.3062,3.21
Mega_Stop_1344,9351 Highway Blvd,City_476,GA,47.5289,-92.561,4.58
Mega_Stop_1345,667 Highway Blvd,City_302,CA,31.6542,-106.7167,3.54
Mega_Stop_1346,4543 Highway Blvd,City_433,NC,46.966,-120.7516,3.36
Mega_Stop_1347,2511 Highway Blvd,City_473,TX,24.2249,-98.1297,3.65
Mega_Stop_1348,9030 Highway Blvd,City_207,NC,31.8179,-113.2367,3.72
Mega_Stop_1349,9898 Highway Blvd,City_211,NC,25.2569,-101.0947,3.41
Mega_Stop_1350,1781 Highway Blvd,City_421,PA,33.5033,-116.5539,3.42
Mega_Stop_1351,1518 Highway Blvd,City_89,PA,33.6285,-97.5499,4.18
Mega_Stop_1352,8315 Highway Blvd,City_6,IL,42.5748,-105.6888,4.13
Mega_Stop_1353,3522 Highway Blvd,City_323,GA,37.6469,-96.3774,3.41
Mega_Stop_1354,3688 Highway Blvd,City_307,OH,34.1905,-106.3915,3.77
Mega_Stop_1355,837 Highway Blvd,City_215,FL,31.0392,-76.3516,3.67
Mega_Stop_1356,9826 Highway Blvd,City_415,GA,44.9914,-77.3743,3.77
Mega_Stop_1357,6246 Highway Blvd,City_37,GA,35.6698,-93.2427,4.57
Mega_Stop_1358,656 Highway Blvd,City_191,NY,32.1721,-75.5883,3.72
Mega_Stop_1359,4221 Highway Blvd,City_16,NY,38.3852,-81.9657,3.02
Mega_Stop_1360,9032 Highway Blvd,City_164,FL,29.2847,-94.2717,3.74
Mega_Stop_1361,9304 Highway Blvd,City_321,OH,29.3748,-85.6918,4.61
Mega_Stop_1362,6681 Highway Blvd,City_381,PA,44.326,-107.8493,3.98
Mega_Stop_1363,1585 Highway Blvd,City_383,TX,46.0584,-114.8461,4.14
Mega_Stop_1364,5614 Highway Blvd,City_201,TX,43.7055,-110.7848,4.25
Mega_Stop_1365,4138 Highway Blvd,City_57,CA,42.8932,-87.95,4.56
Mega_Stop_1366,6154 Highway Blvd,City_366,NY,30.4034,-111.6163,3.2
Mega_Stop_1367,4174 Highway Blvd,City_129,GA,48.037,-104.221,4.8
Mega_Stop_1368,2962 Highway Blvd,City_266,TX,44.2953,-78.6197,4.01
Mega_Stop_1369,1547 Highway Blvd,City_26,NY,42.167,-119.5154,4.89
Mega_Stop_1370,3140 Highway Blvd,City_67,IL,27.4807,-113.7898,4.6
Mega_Stop_1371,9027 Highway Blvd,City_291,TX,37.0861,-118.4049,3.07
Mega_Stop_1372,1381 Highway Blvd,City_311,PA,46.7258,-77.1217,3.88
Mega_Stop_1373,421 Highway Blvd,City_97,GA,26.9997,-120.8095,4.87
Mega_Stop_1374,8240 Highway Blvd,City_9,TX,32.2633,-114.6535,4.86
Mega_Stop_1375,6857 Highway Blvd,City_146,TX,28.8598,-99.2521,3.37
Mega_Stop_1376,6506 Highway Blvd,City_377,IL,29.0709,-89.642,4.01
Mega_Stop_1377,9357 Highway Blvd,City_407,OH,44.8572,-73.7451,4.28
Mega_Stop_1378,3685 Highway Blvd,City_161,GA,28.3462,-110.8671,3.49
Mega_Stop_1379,8422 Highway Blvd,City_372,NC,43.2987,-122.3838,3.63
Mega_Stop_1380,1006 Highway Blvd,City_459,TX,47.6406,-121.7499,4.04
Mega_Stop_1381,8759 Highway Blvd,City_218,MI,46.1319,-100.5884,3.68
Mega_Stop_1382,6407 Highway Blvd,City_258,MI,24.7751,-93.0405,4.89
Mega_Stop_1383,9363 Highway Blvd,City_41,FL,25.9523,-89.0429,3.55
Mega_Stop_1384,3428 Highway Blvd,City_365,IL,43.1373,-75.6225,3.34
Mega_Stop_1385,822 Highway Blvd,City_450,MI,32.1094,-79.502,3.02
Mega_Stop_1386,4636 Highway Blvd,City_317,GA,42.9063,-106.3694,3.74
Mega_Stop_1387,7871 Highway Blvd,City_472,TX,48.2614,-111.7138,3.55
Mega_Stop_1388,3244 Highway Blvd,City_386,MI,48.188,-71.7995,3.9
Mega_Stop_1389,6680 Highway Blvd,City_329,NC,46.4303,-89.909,4.9
Mega_Stop_1390,4473 Highway Blvd,City_293,IL,45.4201,-71.1816,3.18
Mega_Stop_1391,4513 Highway Blvd,City_239,MI,33.048,-83.3488,3.63
Mega_Stop_1392,3376 Highway Blvd,City_377,GA,43.0853,-119.9377,4.29
Mega_Stop_1393,3062 Highway Blvd,City_2,NY,42.5999,-92.5556,3.43
Mega_Stop_1394,2695 Highway Blvd,City_276,GA,33.4843,-108.2002,4.47
Mega_Stop_1395,9431 Highway Blvd,City_405,NY,33.2306,-105.223,3.23
Mega_Stop_1396,9680 Highway Blvd,City_371,OH,45.9209,-94.0391,4.88
Mega_Stop_1397,7951 Highway Blvd,City_187,CA,27.5189,-123.5437,3.12
Mega_Stop_1398,4749 Highway Blvd,City_412,MI,27.9798,-76.3817,4.11
Mega_Stop_1399,4514 Highway Blvd,City_142,NC,30.6192,-68.2869,3.34
Mega_Stop_1400,4378 Highway Blvd,City_498,NY,26.4374,-70.7572,4.68
Mega_Stop_1401,4385 Highway Blvd,City_331,CA,45.1925,-103.4388,4.2
Mega_Stop_1402,7431 Highway Blvd,City_355,CA,31.8611,-96.576,4.24
Mega_Stop_1403,4678 Highway Blvd,City_361,PA,28.507,-104.0371,4.15
Mega_Stop_1404,3539 Highway Blvd,City_158,IL,24.033,-93.8365,4.52
Mega_Stop_1405,9839 Highway Blvd,City_323,PA,40.5235,-119.8798,4.63
Mega_Stop_1406,6280 Highway Blvd,City_67,FL,34.8003,-84.0626,3.12
Mega_Stop_1407,8345 Highway Blvd,City_307,GA,33.0227,-120.8307,5.0
Mega_Stop_1408,2075 Highway Blvd,City_439,TX,41.3093,-121.8076,3.45
Mega_Stop_1409,7565 Highway Blvd,City_426,TX,25.9997,-86.5908,4.0
Mega_Stop_1410,5939 Highway Blvd,City_260,TX,28.5357,-105.4868,3.21
Mega_Stop_1411,6120 Highway Blvd,City_104,NC,46.7443,-107.9313,4.54
Mega_Stop_1412,9266 Highway Blvd,City_126,CA,31.8509,-110.92,3.85
Mega_Stop_1413,3357 Highway Blvd,City_302,OH,33.8571,-109.8102,3.8
Mega_Stop_1414,4566 Highway Blvd,City_459,FL,36.1273,-85.1984,4.26
Mega_Stop_1415,9446 Highway Blvd,City_30,NC,35.1316,-89.9029,3.0
Mega_Stop_1416,1803 Highway Blvd,City_413,NC,35.0909,-80.2444,3.6
Mega_Stop_1417,717 Highway Blvd,City_240,MI,45.5594,-94.8928,3.62
Mega_Stop_1418,8794 Highway Blvd,City_427,TX,25.2918,-76.992,3.65
Mega_Stop_1419,4126 Highway Blvd,City_6,PA,30.1389,-113.8597,4.68
Mega_Stop_1420,8792 Highway Blvd,City_23,IL,27.3657,-120.5514,3.01
Mega_Stop_1421,8606 Highway Blvd,City_197,OH,36.9099,-118.1205,4.25
Mega_Stop_1422,9291 Highway Blvd,City_385,NY,28.1903,-89.2177,3.5
